3.792000986091124651e+04,-6.254311294000000632e-02
3.792003999320075673e+04,-5.809283787999999782e-02
3.792007012549026695e+04,4.880946840000000703e-03
3.792010025777977717e+04,1.196310500000000165e-02
3.792013039006928739e+04,-3.928683682000000399e-02
3.792016052235879761e+04,-2.392621000000000331e-02
3.792019065464830783e+04,8.053562286000000292e-02
3.792022078693781805e+04,1.548982835399999869e-01
3.792025091922732827e+04,1.325033509799999898e-01
3.792028105151683849e+04,6.914674690000000012e-02
3.792031118380634871e+04,2.918997619999999862e-02
3.792034131609585893e+04,1.674834700000000023e-02
3.792037144838536915e+04,8.661288020000001281e-03
3.792040158067487937e+04,-1.019256546000000055e-02
3.792043171296438959e+04,-3.464515208000000512e-02
3.792046184525389981e+04,-4.282791589999999926e-02
3.792049197754341003e+04,-2.445258662000000111e-02
3.792052210983292025e+04,7.177862999999999822e-04
3.792055224212243047e+04,8.278468659999999729e-03
3.792058237441194069e+04,1.004900819999999953e-03
3.792061250670145091e+04,1.579129860000000113e-03
3.792064263899096113e+04,1.813606718000000326e-02
3.792067277128047135e+04,3.282676011999999949e-02
3.792070290356998157e+04,3.139118752000000234e-02
3.792073303585949179e+04,2.885500926000000160e-02
3.792076316814900201e+04,4.258865380000000089e-02
3.792079330043851223e+04,4.809168210000000498e-02
3.792082343272802245e+04,-5.263766200000000737e-04
3.792085356501752540e+04,-8.752207618000000522e-02
3.792088369730703562e+04,-1.108262047200000017e-01
3.792091382959654584e+04,-7.895649299999999912e-03
3.792094396188605606e+04,1.096298942199999960e-01
3.792097409417556628e+04,7.307064534000000389e-02
3.792100422646507650e+04,-6.895533722000000976e-02
3.792103435875458672e+04,-8.608650358000000113e-02
3.792106449104409694e+04,5.613088866000000288e-02
3.792109462333360716e+04,1.170470193200000147e-01
3.792112475562311738e+04,-5.550880719999999949e-03
3.792115488791262760e+04,-9.905450939999999038e-02
3.792118502020213782e+04,-2.928568104000000075e-02
3.792121515249164804e+04,4.124878603999999893e-02
3.792124528478115826e+04,5.742290399999999424e-04
3.792127541707066848e+04,-1.536062681999999895e-02
3.792130554936017870e+04,5.814069029999999888e-02
3.792133568164968892e+04,6.584492992000000322e-02
3.792136581393919914e+04,-4.115308119999999681e-02
3.792139594622870936e+04,-7.938716477999999133e-02
3.792142607851821958e+04,2.923782861999999969e-02
3.792145621080772980e+04,1.069501587000000059e-01
3.792148634309724002e+04,3.230038350000000169e-02
3.792151647538675024e+04,-6.254311294000000632e-02
3.792154660767626046e+04,-3.177400688000000389e-02
3.792157673996577068e+04,5.450390638000000149e-02
3.792160687225528090e+04,5.876277176000000574e-02
3.792163700454479113e+04,4.976651680000000223e-03
3.792166713683430135e+04,-2.392621000000000157e-03
3.792169726912381157e+04,8.517730759999999832e-03
3.792172740141331451e+04,-5.995908225999999758e-02
3.792175753370282473e+04,-1.521228431800000225e-01
3.792178766599233495e+04,-1.221193758399999885e-01
3.792181779828184517e+04,3.588931499999999802e-03
3.792184793057135539e+04,5.981552500000000133e-02
3.792187806286086561e+04,1.804036233999999767e-02
3.792190819515037583e+04,-1.579129860000000113e-03
3.792193832743988605e+04,3.933468923999999811e-02
3.792196845972939627e+04,6.967312352000000486e-02
3.792199859201890649e+04,6.263881777999999456e-02
3.792202872430841671e+04,4.708678128000000351e-02
3.792205885659792693e+04,3.253964560000000006e-02
3.792208898888743715e+04,2.880715684000000054e-02
3.792211912117694737e+04,4.971866438000000638e-02
3.792214925346645759e+04,5.952841048000000190e-02
3.792217938575596781e+04,2.139003173999999910e-02
3.792220951804547803e+04,-1.990660672000000089e-02
3.792223965033498826e+04,-1.961949220000000146e-03
3.792226978262449848e+04,6.326089924000000142e-02
3.792229991491400870e+04,1.186261491800000012e-01
3.792233004720351892e+04,1.099170087400000023e-01
3.792236017949302914e+04,2.048083575999999975e-02
3.792239031178253936e+04,-6.651486380000000420e-02
